,Players,Batting,Bowling,Games,Won,Drawn,Win %,Innings Batted,Runs,Singles,Fours,Sixes,Dot Balls,Balls Faced,Outs,Bowled Outs,LBW Outs,Hitwicket Outs,Caught Outs,Stumped Outs,Run Outs,Caught and Bowled Outs,Dot Ball %,Strike Turnover %,Batting S/R,Batting S/R MeanAD,Batting Avg,Mean Score,Score MeanAD,Scoring Consistency,Boundary %,Runs/Ball,Mean Balls Faced,Balls Faced MeanAD,Survival Consistency,Avg First Boundary Ball,Dismissal Rate,Boundary Rate,Innings Bowled,Runsgiven,Singlesgiven,Foursgiven,Sixesgiven,Wickets,Balls Bowled,Extras,No Balls,Wides,Dot Balls Bowled,Bowleds,LBWs,Hitwickets,Caughts,Stumpeds,Caught and Bowleds,Catches,Runouts,Stumpings,Economy Rate,Economy Rate MeanAD,Dot Ball Bowled %,Boundary Given %,Bowling Avg,Bowling Avg MeanAD,Bowling S/R,Bowling S/R MeanAD,Runsgiven/Ball,Boundary Given Rate,Strike Turnovergiven %,Avg Consecutive Dot Balls,Runs Rate,Runsgiven/Wicket,Runs AA,Runs/Ball AA,Runsgiven AA,Runsgiven/Ball AA
AR Cusack,AR Cusack,Right hand,Right arm pace,19,9,0,47.4,9,74,20,10,1,21,58,5,1,0,0,1,1,2,0,0.4,47.5,127.6,71.32,14.8,8.22,6.91,15.900000000000006,19.0,1.3,6.4,4.27,33.3,3.6,11.6,5.3,18,373,115,33,11,17,324,8,1,7,129,1,2,0,13,0,1,2,0,0,6.9,0,39.8,13.6,21.94,0,19.1,0,1.2,7.4,37.7,1.9,7.7,21.9,-226.9,0.4,59.9,-0.1
WTS Porterfield,WTS Porterfield,Left hand,Right arm off break,95,46,0,48.4,94,2199,658,215,65,688,1807,79,22,1,0,43,4,9,0,0.4,40.7,121.7,40.5,27.84,23.39,16.37,30.0,15.5,1.2,19.2,11.04,42.5,5.1,22.9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,0,,0,,,,0,,0,,,,0.0,7.3,,1898.1,0.3,-313.1,
TT Bresnan,TT Bresnan,Right hand,Right arm pace,131,62,0,47.3,95,1287,399,91,56,269,936,59,10,4,0,39,1,5,0,0.3,44.7,137.5,65.14,21.81,13.55,8.89,34.400000000000006,15.7,1.4,9.9,5.57,43.7,5.7,15.9,6.4,128,3451,866,320,135,140,2443,83,15,68,883,19,4,0,109,0,8,38,1,0,8.5,0,36.1,18.6,24.65,0,17.4,0,1.4,5.4,36.8,1.6,8.2,24.6,986.1,0.5,3137.9,0.1
GP Swann,GP Swann,Right hand,Right arm off break,28,17,0,60.7,10,71,26,7,1,17,61,3,2,0,0,0,1,0,0,0.3,48.4,116.4,52.32,23.67,7.1,7.56,-6.5,13.1,1.2,6.1,4.34,28.900000000000006,6.0,20.3,7.6,27,609,258,25,22,35,588,17,0,17,225,2,3,0,26,3,1,4,2,0,6.2,0,38.3,8.0,17.4,0,16.8,0,1.0,12.5,45.8,1.8,7.0,17.4,-229.9,0.3,295.9,-0.3
GC Wilson,GC Wilson,Right hand,,121,60,0,49.6,105,1864,707,168,31,594,1677,86,20,6,0,49,8,2,1,0.4,43.3,111.2,35.25,21.67,17.75,12.0,32.400000000000006,11.9,1.1,16.0,8.98,43.9,6.7,19.5,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2,13,,0,,,,0,,0,,,,0.0,6.7,,1563.1,0.2,-313.1,
MH Yardy,MH Yardy,Left hand,Left arm orthodox,26,14,0,53.8,12,94,28,12,1,32,80,7,2,0,0,4,0,1,0,0.4,37.8,117.5,46.09,13.43,7.83,6.81,13.0,16.2,1.2,6.7,4.89,27.0,3.4,11.4,6.2,24,649,227,46,22,18,506,18,2,16,165,4,1,0,11,1,1,6,0,0,7.7,0,32.6,13.4,36.06,0,28.1,0,1.3,7.4,43.0,1.6,7.0,36.1,-206.9,0.3,335.9,-0.0
SCJ Broad,SCJ Broad,Left hand,Right arm pace,46,21,0,45.7,18,107,36,7,2,40,107,13,3,0,0,6,0,4,0,0.4,46.8,100.0,50.84,8.23,5.94,4.59,22.700000000000003,8.4,1.0,5.9,4.14,29.799999999999997,5.6,8.2,11.9,45,1207,298,121,31,49,948,35,12,23,381,6,0,0,41,0,2,11,1,0,7.6,0,40.2,16.0,24.63,0,19.3,0,1.3,6.2,36.1,1.7,6.0,24.6,-193.9,0.1,893.9,-0.0
PR Stirling,PR Stirling,Right hand,Right arm off break,297,126,0,42.4,294,7292,1581,826,308,2039,5134,282,58,15,0,187,6,8,7,0.4,34.0,142.0,53.23,25.86,24.8,19.11,22.900000000000006,22.1,1.4,17.5,11.46,34.5,4.0,18.2,4.5,103,1620,595,110,56,45,1210,53,3,50,336,9,4,0,29,2,1,83,3,0,8.0,0,27.8,13.7,36.0,0,26.9,0,1.3,7.3,46.5,1.5,8.5,36.0,6991.1,0.5,1306.9,-0.0
RJ Sidebottom,RJ Sidebottom,Left hand,Left arm pace,17,10,0,58.8,2,2,2,0,0,2,4,1,0,0,0,0,0,1,0,0.5,50.0,50.0,50.0,2.0,1.0,1.0,0.0,0.0,0.5,2.0,0.0,100.0,,4.0,inf,17,461,106,43,16,23,344,19,0,19,131,5,0,0,17,0,1,2,1,0,8.0,0,38.1,17.2,20.04,0,15.0,0,1.3,5.8,37.2,1.8,3.0,20.0,-298.9,-0.4,147.9,-0.0
KD Karthik,KD Karthik,Right hand,Right arm off break,296,164,0,55.4,262,5492,1584,543,196,1285,3955,198,25,21,1,124,6,19,2,0.3,40.0,138.9,56.8,27.74,20.96,15.45,26.299999999999997,18.7,1.4,15.1,9.59,36.5,5.8,20.0,5.4,1,18,0,0,2,0,6,0,0,0,1,0,0,0,0,0,0,164,30,39,18.0,0,16.7,33.3,inf,0,inf,0,3.0,3.0,16.7,1.0,8.3,inf,5191.1,0.5,-295.1,1.7
RK Kleinveldt,RK Kleinveldt,Right hand,Right arm pace,99,48,0,48.5,62,573,135,32,43,120,361,41,5,1,0,32,0,3,0,0.3,35.6,158.7,83.38,13.98,9.24,7.77,15.900000000000006,20.8,1.6,5.8,3.57,38.4,3.8,8.8,4.8,98,2698,634,278,81,102,2021,98,15,83,818,14,6,1,77,0,4,18,1,0,8.0,0,40.5,17.8,26.45,0,19.8,0,1.3,5.6,35.6,1.8,9.5,26.5,272.1,0.7,2384.9,-0.0
MV Boucher,MV Boucher,Right hand,Right arm pace,13,6,0,46.2,11,114,45,8,1,29,99,6,1,2,0,2,0,0,1,0.3,48.5,115.2,42.79,19.0,10.36,7.37,28.900000000000006,9.1,1.2,9.0,6.0,33.3,6.0,16.5,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,,0,,,,0,,0,,,,0.0,6.9,,-186.9,0.3,-313.1,
DW Steyn,DW Steyn,Right hand,Right arm pace,152,76,0,50.0,47,229,82,19,4,86,219,24,7,1,0,11,0,4,1,0.4,41.9,104.6,55.4,9.54,4.87,4.07,16.400000000000006,10.5,1.0,4.7,3.14,33.2,4.9,9.1,9.5,151,3870,1000,425,94,186,3385,143,14,129,1575,37,9,1,135,0,4,33,4,0,6.9,0,46.5,15.3,20.81,0,18.2,0,1.1,6.5,34.0,1.9,6.3,20.8,-71.9,0.1,3556.9,-0.2
M Morkel,M Morkel,Left hand,Right arm pace,141,71,0,50.4,34,160,47,12,7,49,128,20,7,0,0,10,0,3,0,0.4,36.2,125.0,71.01,8.0,4.71,4.19,11.0,14.8,1.2,3.8,2.13,43.9,3.1,6.4,6.7,140,4007,997,414,114,161,3136,169,45,124,1326,33,3,0,125,0,0,17,9,0,7.7,0,42.3,16.8,24.89,0,19.5,0,1.3,5.9,35.9,1.8,7.5,24.9,-140.9,0.3,3693.9,-0.0
JA Morkel,JA Morkel,Left hand,Right arm pace,139,76,0,54.7,102,1531,441,87,96,369,1103,67,19,1,0,38,1,5,2,0.3,42.0,138.8,58.94,22.85,15.01,11.17,25.599999999999994,16.6,1.4,10.8,6.54,39.4,5.3,16.5,6.0,129,2615,740,266,66,99,2072,103,7,96,805,18,4,0,75,0,2,32,6,0,7.6,0,38.9,16.0,26.41,0,20.9,0,1.3,6.2,37.4,1.7,8.3,26.4,1230.1,0.5,2301.9,-0.0
JH Kallis,JH Kallis,Right hand,Right arm pace,98,49,0,50.0,92,2325,850,219,57,811,2087,81,12,1,0,65,1,2,0,0.4,40.4,111.4,34.7,28.7,25.27,18.82,25.5,13.2,1.1,22.7,14.22,37.4,6.0,25.8,7.6,83,1813,569,175,50,70,1497,40,6,34,572,17,7,0,46,0,0,27,5,0,7.3,0,38.2,15.0,25.9,0,21.4,0,1.2,6.7,38.2,1.6,6.7,25.9,2024.1,0.2,1499.9,-0.1
GC Smith,GC Smith,Left hand,Right arm off break,20,13,0,65.0,20,435,110,50,9,163,376,20,3,1,0,12,2,1,1,0.4,31.1,115.7,36.05,21.75,21.75,11.72,46.1,15.7,1.2,18.8,8.28,56.0,7.0,18.8,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,0,,,,0,,0,,,,0.0,6.9,,134.1,0.3,-313.1,
RE van der Merwe,RE van der Merwe,Right hand,Left arm orthodox,255,131,0,51.4,165,1984,690,169,60,448,1532,90,23,7,0,54,1,4,1,0.3,44.9,129.5,50.54,22.04,12.02,9.69,19.400000000000006,14.9,1.3,9.3,6.21,33.2,5.7,17.0,6.7,243,5697,2165,372,218,227,4571,119,8,111,1466,57,27,0,117,16,10,95,13,0,7.5,0,32.1,12.9,25.1,0,20.1,0,1.2,7.7,46.0,1.6,7.8,25.1,1683.1,0.4,5383.9,-0.1
AB de Villiers,AB de Villiers,Right hand,Right arm pace,268,135,0,50.4,254,7748,2075,616,379,1399,5031,201,35,9,0,134,7,13,3,0.3,41.2,154.0,52.13,38.55,30.5,21.5,29.5,19.8,1.5,19.8,11.67,41.1,6.2,25.0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,26,14,,0,,,,0,,0,,,,0.0,9.2,,7447.1,0.6,-313.1,
LE Bosman,LE Bosman,Right hand,Right arm pace,20,12,0,60.0,20,215,75,11,8,116,238,20,3,1,0,13,1,2,0,0.5,39.7,90.3,39.06,10.75,10.75,10.5,2.299999999999997,8.0,0.9,11.9,7.68,35.5,3.4,11.9,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,,,,0,,0,,,,0.0,5.4,,-85.9,0.0,-313.1,
PP Chawla,PP Chawla,Left hand,Right arm leg break,199,109,0,54.8,95,805,263,67,34,261,680,63,12,2,0,37,4,8,0,0.4,41.8,118.4,70.5,12.78,8.47,6.74,20.400000000000006,14.9,1.2,7.2,4.96,31.099999999999994,4.4,10.8,6.7,198,5219,1727,368,228,222,4131,70,5,65,1485,58,26,0,108,21,9,35,5,0,7.6,0,35.9,14.4,23.51,0,18.6,0,1.3,6.9,42.3,1.6,7.1,23.5,504.1,0.3,4905.9,-0.0
JP Duminy,JP Duminy,Left hand,Right arm off break,169,88,0,52.1,155,4224,1576,283,163,1000,3350,105,15,7,0,64,2,12,4,0.3,45.9,126.1,42.58,40.23,27.25,18.23,33.099999999999994,13.3,1.3,21.6,12.41,42.5,7.9,31.9,7.5,103,1715,600,115,63,48,1320,57,3,54,422,12,5,0,25,0,6,75,4,0,7.8,0,32.0,13.5,35.73,0,27.5,0,1.3,7.4,44.7,1.5,7.6,35.7,3923.1,0.4,1401.9,-0.0
DA Warner,DA Warner,Left hand,Right arm leg break,298,140,0,47.0,298,9804,2514,983,340,2463,7091,260,53,15,1,166,4,14,7,0.3,37.1,138.3,45.35,37.71,32.9,24.12,26.700000000000003,18.7,1.4,23.8,15.05,36.8,5.6,27.3,5.4,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,150,7,0,12.0,0,0.0,0.0,inf,0,inf,0,2.0,inf,0.0,0.0,8.3,inf,9503.1,0.5,-311.1,0.7
SR Watson,SR Watson,Right hand,Right arm pace,280,135,0,48.2,276,7358,1773,651,402,2170,5350,252,55,18,0,154,4,18,3,0.4,35.4,137.5,44.59,29.2,26.66,20.75,22.200000000000003,19.7,1.4,19.4,11.91,38.6,5.7,21.2,5.1,182,4591,1281,414,158,158,3411,168,13,155,1224,30,4,0,119,1,4,75,12,0,8.1,0,35.9,16.8,29.06,0,21.6,0,1.3,6.0,38.4,1.6,8.3,29.1,7057.1,0.5,4277.9,-0.0
MJ Clarke,MJ Clarke,Right hand,Left arm orthodox,16,6,0,37.5,15,241,97,23,2,105,250,15,4,2,0,5,2,2,0,0.4,42.4,96.4,22.95,16.07,16.07,6.76,57.9,10.0,1.0,16.7,6.31,62.2,5.6,16.7,10.0,10,120,48,6,6,3,102,0,0,0,33,1,0,0,2,0,0,7,0,0,7.1,0,32.4,11.8,40.0,0,34.0,0,1.2,8.5,47.1,1.6,5.8,40.0,-59.9,0.1,-193.1,-0.1
DJ Hussey,DJ Hussey,Right hand,Right arm off break,115,55,0,47.8,104,2120,742,149,77,582,1733,87,14,2,0,56,1,9,4,0.3,43.5,122.3,39.17,24.37,20.38,12.67,37.8,13.0,1.2,16.7,9.31,44.3,7.2,19.9,7.7,40,650,245,40,24,29,522,12,2,10,162,3,3,0,21,0,2,52,8,0,7.5,0,31.0,12.3,22.41,0,18.0,0,1.2,8.2,45.7,1.4,7.3,22.4,1819.1,0.3,336.9,-0.1
Fawad Alam,Fawad Alam,Left hand,Left arm orthodox,7,1,0,14.3,7,56,26,3,1,27,63,6,0,0,0,5,0,0,1,0.4,34.9,88.9,39.7,9.33,8.0,6.0,25.0,6.3,0.9,9.0,6.86,23.799999999999997,3.3,10.5,15.8,1,15,7,0,1,1,12,0,0,0,2,0,0,0,1,0,0,3,0,0,7.5,0,16.7,8.3,15.0,0,12.0,0,1.2,12.0,66.7,1.0,5.3,15.0,-244.9,0.0,-298.1,-0.1
MEK Hussey,MEK Hussey,Left hand,Right arm pace,105,58,0,55.2,100,3039,1026,280,80,815,2445,83,22,5,0,46,1,7,2,0.3,42.4,124.3,39.53,36.61,30.39,22.03,27.5,14.7,1.2,24.4,14.12,42.1,7.1,29.5,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0,,0,,,,0,,0,,,,0.0,7.5,,2738.1,0.3,-313.1,
CL White,CL White,Right hand,Right arm leg break,138,73,0,52.9,134,3043,1068,231,110,877,2516,109,18,8,0,72,2,5,3,0.3,42.3,120.9,39.4,27.92,22.71,18.09,20.299999999999997,13.6,1.2,18.8,12.07,35.8,7.6,23.1,7.4,8,92,43,4,3,2,66,3,0,3,10,0,0,0,2,0,0,57,4,0,8.4,0,15.2,10.6,46.0,0,33.0,0,1.4,9.4,55.1,1.2,7.3,46.0,2742.1,0.3,-221.1,0.1
BJ Haddin,BJ Haddin,Right hand,,61,32,0,52.5,56,1095,304,92,44,328,852,49,7,1,1,33,3,3,1,0.4,36.4,128.5,48.72,22.35,19.55,16.53,15.400000000000006,16.0,1.3,15.2,11.08,27.099999999999994,5.2,17.4,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,11,,0,,,,0,,0,,,,0.0,7.7,,794.1,0.4,-313.1,
MG Johnson,MG Johnson,Left hand,Left arm pace,87,53,0,60.9,37,212,75,12,8,87,211,17,8,1,0,6,2,0,0,0.4,41.7,100.5,52.97,12.47,5.73,4.49,21.599999999999994,9.5,1.0,5.7,3.15,44.7,4.4,12.4,10.6,87,2585,583,288,73,100,2003,123,12,111,885,17,2,1,80,0,0,24,5,0,7.7,0,44.2,18.0,25.85,0,20.0,0,1.3,5.5,31.7,1.8,6.0,25.8,-88.9,0.1,2271.9,-0.0
SPD Smith,SPD Smith,Right hand,Right arm leg break,204,107,0,52.5,185,4777,1654,416,130,1083,3672,148,27,9,0,87,7,11,7,0.3,42.6,130.1,36.07,32.28,25.82,17.53,32.099999999999994,14.9,1.3,19.8,11.72,40.8,6.3,24.8,6.7,23,488,145,25,29,23,362,14,0,14,132,3,2,0,12,3,3,113,17,0,8.1,0,36.5,14.9,21.22,0,15.7,0,1.3,6.7,37.0,1.5,7.8,21.2,4476.1,0.4,174.9,-0.0
DP Nannes,DP Nannes,Right hand,Left arm pace,66,29,0,43.9,7,20,6,1,1,7,17,1,0,0,0,0,0,1,0,0.4,55.6,117.6,61.81,20.0,2.86,2.94,-2.799999999999997,11.8,1.2,2.4,1.47,38.7,4.0,17.0,8.5,65,1727,417,188,40,90,1404,78,12,66,603,21,4,0,64,0,1,12,3,0,7.4,0,42.9,16.2,19.19,0,15.6,0,1.2,6.2,34.9,1.8,7.1,19.2,-280.9,0.3,1413.9,-0.1
SW Tait,SW Tait,Right hand,Right arm pace,91,40,0,44.0,21,48,23,3,1,31,61,15,8,0,0,2,2,3,0,0.5,55.7,78.7,47.02,3.2,2.29,2.53,-10.5,6.6,0.8,2.9,1.71,41.0,4.3,4.1,15.2,89,2631,578,257,69,110,1942,259,39,220,819,34,8,0,67,0,1,9,4,0,8.1,0,42.2,16.8,23.92,0,17.7,0,1.4,6.0,32.5,1.8,4.7,23.9,-252.9,-0.1,2317.9,0.1
T Taibu,T Taibu,Right hand,Right arm pace,10,0,0,0.0,8,163,68,11,2,32,138,4,0,0,0,3,0,1,0,0.2,51.8,118.1,28.7,40.75,20.38,12.12,40.5,9.4,1.2,17.2,10.06,41.5,4.8,34.5,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,,0,,,,0,,0,,,,0.0,7.1,,-137.9,0.3,-313.1,
H Masakadza,H Masakadza,Right hand,Right arm pace,63,16,0,25.4,63,1448,405,134,57,521,1237,61,14,6,0,32,1,7,1,0.4,36.1,117.1,37.71,23.74,22.98,17.34,24.5,15.4,1.2,19.6,12.1,38.3,6.8,20.3,6.5,7,88,20,8,5,1,54,2,0,2,18,0,1,0,0,0,0,25,0,0,9.8,0,33.3,24.1,88.0,0,54.0,0,1.6,4.2,37.5,1.4,7.0,88.0,1147.1,0.3,-225.1,0.3
NL McCullum,NL McCullum,Right hand,Right arm off break,60,30,0,50.0,40,307,116,20,7,117,308,29,5,2,0,17,1,3,1,0.4,44.9,99.7,49.61,10.59,7.68,6.66,13.299999999999997,8.8,1.0,7.7,4.79,37.8,5.6,10.6,11.4,58,1311,505,83,49,55,1127,28,0,28,401,12,2,0,30,5,6,18,4,0,7.0,0,35.6,11.7,23.84,0,20.5,0,1.2,8.5,44.6,1.5,6.0,23.8,6.1,0.1,997.9,-0.1
SE Bond,SE Bond,Right hand,Right arm pace,4,2,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,4,110,29,10,4,3,90,3,0,3,36,0,0,0,3,0,0,0,0,0,7.3,0,40.0,15.6,36.67,0,30.0,0,1.2,6.4,37.6,1.7,,36.7,-300.9,,-203.1,-0.1
TG Southee,TG Southee,Right hand,Right arm pace,193,99,0,51.3,78,547,119,32,30,165,418,49,12,2,0,25,2,7,1,0.4,35.8,130.9,78.42,11.16,7.01,6.45,8.0,14.8,1.3,5.4,3.92,27.400000000000006,3.8,8.5,6.7,189,5737,1451,540,213,234,4215,184,7,177,1600,28,19,0,178,0,9,88,5,0,8.2,0,38.0,17.9,24.52,0,18.0,0,1.4,5.6,36.7,1.7,7.9,24.5,246.1,0.4,5423.9,0.1
JDP Oram,JDP Oram,Left hand,Right arm pace,20,10,0,50.0,14,105,39,11,2,39,98,11,2,2,0,6,0,1,0,0.4,51.0,107.1,58.81,9.55,7.5,6.64,11.5,13.3,1.1,7.0,3.29,53.0,5.3,8.9,7.5,20,415,111,46,9,16,357,22,3,19,160,1,0,0,15,0,0,4,6,0,7.0,0,44.8,15.4,25.94,0,22.3,0,1.2,6.5,36.5,1.7,6.4,25.9,-195.9,0.2,101.9,-0.1
AM Blignaut,AM Blignaut,Left hand,Right arm pace,1,0,0,0.0,1,8,4,1,0,3,8,1,1,0,0,0,0,0,0,0.4,55.6,100.0,0.0,8.0,8.0,0.0,100.0,12.5,1.0,8.0,0.0,100.0,3.0,8.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,6.0,,-292.9,0.1,-313.1,
GJ Hopkins,GJ Hopkins,Right hand,,6,3,0,50.0,5,46,14,4,2,22,44,5,1,0,0,3,0,1,0,0.5,35.6,104.5,59.8,9.2,9.2,9.44,-2.5999999999999943,13.6,1.0,8.8,3.76,57.3,6.5,8.8,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,,0,,,,0,,0,,,,0.0,6.3,,-254.9,0.1,-313.1,
E Chigumbura,E Chigumbura,Right hand,Right arm pace,65,18,0,27.7,61,996,252,66,61,235,697,46,11,3,0,26,1,4,1,0.3,40.3,142.9,61.55,21.65,16.33,12.18,25.400000000000006,18.2,1.4,11.4,6.6,42.1,6.2,15.2,5.5,23,567,119,45,28,18,336,29,8,21,104,1,1,0,16,0,0,26,2,0,10.1,0,31.0,21.7,31.5,0,18.7,0,1.7,4.6,35.6,1.5,8.6,31.5,695.1,0.5,253.9,0.4
DL Vettori,DL Vettori,Left hand,Left arm orthodox,67,34,0,50.7,33,258,112,15,7,82,251,21,6,1,0,8,1,4,1,0.3,46.8,102.8,43.94,12.29,7.82,8.48,-8.400000000000006,8.8,1.0,7.6,6.24,17.900000000000006,8.9,12.0,11.4,67,1609,668,102,48,44,1535,25,1,24,584,10,6,0,24,4,0,15,0,0,6.3,0,38.0,9.8,36.57,0,34.9,0,1.0,10.2,44.5,1.6,6.2,36.6,-42.9,0.1,1295.9,-0.3
CR Ervine,CR Ervine,Left hand,Right arm off break,71,24,0,33.8,70,1449,492,143,30,554,1370,66,11,6,0,38,5,3,3,0.4,41.5,105.8,33.58,21.95,20.7,15.84,23.5,12.6,1.1,19.6,12.68,35.3,7.3,20.8,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,,0,,,,0,,0,,,,0.0,6.3,,1148.1,0.2,-313.1,
MJ Guptill,MJ Guptill,Right hand,Right arm off break,264,137,0,51.9,257,7294,2062,634,336,2091,5550,237,38,13,0,164,5,10,6,0.4,37.7,131.4,44.88,30.78,28.38,20.67,27.200000000000003,17.5,1.3,21.6,13.05,39.6,5.8,23.4,5.7,2,16,8,1,0,0,12,0,0,0,1,0,0,0,0,0,0,141,5,0,8.0,0,8.3,8.3,inf,0,inf,0,1.3,12.0,66.7,1.0,7.9,inf,6993.1,0.4,-297.1,-0.0
CK Coventry,CK Coventry,Right hand,Right arm leg break,22,4,0,18.2,21,305,61,35,15,97,218,19,7,1,0,8,0,1,2,0.4,28.5,139.9,71.56,16.05,14.52,12.22,15.799999999999997,22.9,1.4,10.4,6.76,35.0,4.4,11.5,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,,0,,,,0,,0,,,,0.0,8.4,,4.1,0.5,-313.1,
GA Lamb,GA Lamb,Right hand,Right arm off break,4,0,0,0.0,3,21,13,1,0,9,26,1,0,1,0,0,0,0,0,0.3,48.1,80.8,62.96,21.0,7.0,4.67,33.3,3.8,0.8,8.7,8.22,5.5,3.0,26.0,26.0,4,66,18,2,5,2,49,0,0,0,19,0,0,0,2,0,0,0,0,0,8.1,0,38.8,14.3,33.0,0,24.5,0,1.3,7.0,34.7,1.6,4.8,33.0,-279.9,-0.1,-247.1,-0.0
T Maruma,T Maruma,Right hand,Right arm leg break,10,3,0,30.0,9,86,30,5,4,43,88,6,1,0,0,2,1,2,0,0.5,40.7,97.7,52.09,14.33,9.56,7.16,25.099999999999994,10.2,1.0,9.8,5.14,47.6,7.8,14.7,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,,,,0,,0,,,,0.0,5.9,,-214.9,0.1,-313.1,
SB Styris,SB Styris,Right hand,Right arm pace,31,17,0,54.8,26,557,189,42,22,147,442,22,5,2,0,14,0,0,1,0.3,43.0,126.0,42.74,25.32,21.42,13.72,35.900000000000006,14.5,1.3,17.0,7.92,53.4,7.5,20.1,6.9,23,357,187,20,8,18,368,9,1,8,128,2,3,0,12,1,0,6,2,0,5.8,0,34.8,7.6,19.83,0,20.4,0,1.0,13.1,52.0,1.7,7.6,19.8,256.1,0.4,43.9,-0.3
AG Cremer,AG Cremer,Right hand,Right arm leg break,30,6,0,20.0,17,67,37,2,0,48,102,13,4,0,0,7,0,0,2,0.5,44.7,65.7,28.48,5.15,3.94,2.99,24.099999999999994,2.0,0.7,6.0,4.35,27.5,4.0,7.8,51.0,29,715,248,35,32,33,594,22,1,21,218,5,5,0,22,1,0,6,1,0,7.2,0,36.7,11.3,21.67,0,18.0,0,1.2,8.9,41.1,1.6,3.9,21.7,-233.9,-0.2,401.9,-0.1
P Utseya,P Utseya,Right hand,Right arm off break,27,4,0,14.8,15,64,36,4,1,36,85,9,2,1,0,5,0,1,0,0.4,49.4,75.3,37.71,7.11,4.27,3.65,14.5,5.9,0.8,5.7,3.91,31.400000000000006,5.0,9.4,17.0,27,703,244,53,18,16,562,23,1,22,187,2,1,0,13,0,0,3,1,0,7.5,0,33.3,12.6,43.94,0,35.1,0,1.3,7.9,41.0,1.5,4.5,43.9,-236.9,-0.1,389.9,-0.0
RW Price,RW Price,Right hand,Left arm orthodox,12,1,0,8.3,5,14,6,1,0,13,24,4,3,0,0,0,0,1,0,0.5,44.0,58.3,31.2,3.5,2.8,1.76,37.1,4.2,0.6,4.8,2.56,46.7,6.0,6.0,24.0,12,341,117,25,11,7,267,27,0,27,92,0,1,0,5,1,0,2,0,0,7.7,0,34.5,13.5,48.71,0,38.1,0,1.3,7.4,43.7,1.6,3.5,48.7,-286.9,-0.3,27.9,-0.0
BB McCullum,BB McCullum,Right hand,Right arm pace,251,127,0,50.6,248,6574,1666,607,327,1878,4860,231,47,19,0,144,8,8,4,0.4,36.6,135.3,48.62,28.46,26.51,20.12,24.099999999999994,19.2,1.4,19.6,12.53,36.1,4.8,21.0,5.2,1,13,2,1,1,0,6,1,0,1,2,0,0,0,0,0,0,99,17,10,13.0,0,33.3,33.3,inf,0,inf,0,2.2,3.0,28.6,1.0,8.1,inf,6273.1,0.5,-300.1,0.9
JD Ryder,JD Ryder,Left hand,Right arm pace,90,44,0,48.9,88,1941,435,225,74,533,1378,84,13,2,0,62,1,5,1,0.4,34.8,140.9,56.91,23.11,22.06,17.37,21.299999999999997,21.7,1.4,15.7,9.82,37.5,4.2,16.4,4.6,20,409,127,31,16,14,286,9,2,7,83,2,0,0,12,0,0,25,1,0,8.6,0,29.0,16.4,29.21,0,20.4,0,1.4,6.1,45.4,1.6,8.5,29.2,1640.1,0.5,95.9,0.1
SJ Benn,SJ Benn,Left hand,Left arm orthodox,48,27,0,56.2,11,39,15,4,1,34,59,7,3,0,0,4,0,0,0,0.6,50.8,66.1,42.46,5.57,3.55,2.78,21.700000000000003,8.5,0.7,5.4,2.53,53.1,4.6,8.4,11.8,48,1126,370,69,50,31,937,38,1,37,365,4,3,0,22,0,2,12,0,0,7.2,0,39.0,12.7,36.32,0,30.2,0,1.2,7.9,40.8,1.8,4.0,36.3,-261.9,-0.2,812.9,-0.1
R Rampaul,R Rampaul,Left hand,Right arm pace,127,58,0,45.7,32,169,58,9,8,72,165,16,3,1,0,12,0,0,0,0.4,43.9,102.4,70.3,10.56,5.28,3.83,27.5,10.3,1.0,5.2,2.94,43.5,4.0,10.3,9.7,127,3646,902,312,155,165,2677,149,25,124,1040,25,10,0,128,0,2,17,1,0,8.2,0,38.8,17.4,22.1,0,16.2,0,1.4,5.7,37.8,1.7,6.1,22.1,-131.9,0.1,3332.9,0.1
